Probe,GeneID,Symbol,Distance,Sides,Raw.p,Pe
cg02609279,ENSG00000234663,LINC01934,61665,L3,1.7000790074347266e-29,4.999500049995e-4
cg11756387,ENSG00000269967,RP11-84A19.4,13801,L3,1.7627586889781435e-29,9.999000099990002e-5
cg09148630,ENSG00000234261,RP11-146I2.1,169894,R3,1.8399883896323308e-29,9.999000099990002e-5
cg08884395,ENSG00000155906,RMND1,354570,L4,1.8409673956349366e-29,7.999200079992001e-4
cg10260050,ENSG00000118096,IFT46,0,R2,1.8409673956349366e-29,1.9998000199980003e-4
cg23166590,ENSG00000169398,PTK2,235564,L9,1.863655543889564e-29,9.999000099990002e-5
cg09560658,ENSG00000138785,INTS12,152368,L6,1.8866211004173753e-29,5.999400059994001e-4
cg13550670,ENSG00000029364,SLC39A9,618326,L10,1.9098674297615309e-29,0.007799220077992201
cg13182816,ENSG00000259450,RP11-265N7.1,8535,R2,1.9581405671339274e-29,3.9996000399960006e-4
cg02930348,ENSG00000130699,TAF4,559584,R4,2.0934955356929727e-29,9.999000099990002e-5
cg26123763,ENSG00000198843,SELENOT,167810,L6,2.1063632118520998e-29,3.9996000399960006e-4
cg11318342,ENSG00000091831,ESR1,138639,L1,2.158542994790403e-29,0.029397060293970604
cg05365320,ENSG00000162702,ZNF281,592154,L9,2.18511181196833e-29,9.999000099990002e-5
cg11415739,ENSG00000234233,KCNH1-IT1,202173,L4,2.194085587272169e-29,0.0011998800119988001
cg27312916,ENSG00000137501,SYTL2,0,R1,2.322901902196908e-29,0.004999500049995001
cg26089753,ENSG00000207422,RNU6-813P,190806,R1,2.3350639174559445e-29,0.0084991500849915
cg03094083,ENSG00000109101,FOXN1,0,R1,2.4468015929698878e-29,9.999000099990002e-5
cg23097558,ENSG00000116191,RALGPS2,117903,R4,2.5304028877545605e-29,0.010098990100989901
cg15698171,ENSG00000196132,MYT1,0,R1,2.5601785928112653e-29,1.9998000199980003e-4
cg03892838,ENSG00000071677,PRLH,123915,L4,2.708349397152872e-29,0.005599440055994401
cg01715172,ENSG00000091831,ESR1,0,R2,2.7901430985443307e-29,0.029697030296970302
cg09063835,ENSG00000132825,PPP1R3D,330329,R6,2.7901430985443307e-29,9.999000099990002e-5
cg05662664,ENSG00000218416,PP14571,278449,R4,2.9838634594537275e-29,0.0013998600139986002
cg21462633,ENSG00000204104,TRAF3IP1,128264,L5,3.039009644007412e-29,4.999500049995e-4
cg03033543,ENSG00000125967,NECAB3,374007,R8,3.076315343406859e-29,0.017998200179982
cg05378861,ENSG00000149658,YTHDF1,23714,R3,3.230136518851717e-29,9.999000099990002e-5
cg07160602,ENSG00000259424,RP11-35O15.1,6240,L1,3.2327159935353103e-29,9.999000099990002e-5
cg26123763,ENSG00000214237,MINDY4B,72787,R3,3.250492868585968e-29,0.004999500049995001
cg24164612,ENSG00000006059,KRT33A,0,R1,3.269899008858342e-29,9.999000099990002e-5
cg26429674,ENSG00000149657,LSM14B,227248,R4,3.309884588385549e-29,9.999000099990002e-5
cg03228065,ENSG00000167968,DNASE1L2,9045,R3,3.391585711009142e-29,1.9998000199980003e-4
cg13609694,ENSG00000167113,COQ4,26578,R3,3.391585711009142e-29,9.999000099990002e-5
cg08950105,ENSG00000048828,FAM120A,293945,L4,3.784708829861159e-29,7.999200079992001e-4
cg03892838,ENSG00000234949,AC104667.3,95109,L2,3.9255445632570276e-29,0.0044995500449955
cg09037813,ENSG00000071677,PRLH,123942,L4,4.1241604759295346e-29,0.005699430056994301
cg09147400,ENSG00000121270,ABCC11,0,R1,4.1719155536182224e-29,9.999000099990002e-5
cg16762308,ENSG00000125967,NECAB3,374003,R8,4.1719155536182224e-29,0.018198180181981802
cg18998003,ENSG00000149657,LSM14B,308800,R4,4.327038776551021e-29,9.999000099990002e-5
cg02983911,ENSG00000277829,RP5-1054A22.4,70195,R1,4.3736743443834043e-29,5.999400059994001e-4
cg24222580,ENSG00000057593,F7,120591,R3,4.378596674959657e-29,0.0013998600139986002
cg07097876,ENSG00000259964,THSD4-AS1,29990,R1,4.480335381577691e-29,0.004399560043995601
cg14796908,ENSG00000164125,FAM198B,0,R1,4.6546567811071587e-29,4.999500049995e-4
cg04855216,ENSG00000145779,TNFAIP8,0,R5,5.006869808507672e-29,0.0131986801319868
cg16025492,ENSG00000134970,TMED7,184455,R8,5.006869808507672e-29,3.9996000399960006e-4
cg27401846,ENSG00000110092,CCND1,237284,L6,5.45131971389297e-29,0.005699430056994301
cg14778967,ENSG00000176855,KRT18P28,507337,L6,5.486173794746477e-29,0.0037996200379962005
cg07768107,ENSG00000168421,RHOH,0,R1,5.517928977493065e-29,1.9998000199980003e-4
cg08070476,ENSG00000232400,RAD17P1,16477,R3,5.525122563957776e-29,0.010198980101989802
cg00836101,ENSG00000259390,RP11-27M9.1,64192,L1,6.018856810077859e-29,9.999000099990002e-5
cg13182816,ENSG00000259390,RP11-27M9.1,332501,R6,6.102895992922603e-29,9.999000099990002e-5
cg02753511,ENSG00000110092,CCND1,0,R1,6.230067700199227e-29,0.0057994200579942
cg04270264,ENSG00000125999,BPIFB1,63930,L3,6.289626392680638e-29,5.999400059994001e-4
cg26185500,ENSG00000147535,PLPP5,244651,L9,6.46097237484503e-29,9.999000099990002e-5
cg04827020,ENSG00000259447,RP11-462P6.1,272671,L3,6.638484005030039e-29,9.999000099990002e-5
cg18627496,ENSG00000130699,TAF4,179313,R1,7.205860980942583e-29,9.999000099990002e-5
cg11180129,ENSG00000165555,NOXRED1,257706,L8,7.382560370149598e-29,1.9998000199980003e-4
cg03223949,ENSG00000130699,TAF4,130608,R1,7.472617591163236e-29,9.999000099990002e-5
cg19495308,ENSG00000204619,PPP1R11,81920,L6,7.563695515630835e-29,9.999000099990002e-5
cg09037813,ENSG00000234949,AC104667.3,95136,L2,7.938861940305977e-29,0.004999500049995001
cg22030483,ENSG00000157212,PAXIP1,0,L3,7.939151500924426e-29,1.9998000199980003e-4
cg19660812,ENSG00000254100,RP11-675F6.4,200908,L5,7.967784803692569e-29,2.9997000299970003e-4
cg14475478,ENSG00000107954,NEURL1,0,R1,8.133754794068407e-29,7.999200079992001e-4
cg17176911,ENSG00000198843,SELENOT,59553,R3,8.232823575424239e-29,4.999500049995e-4
cg05266624,ENSG00000183779,ZNF703,148770,R6,8.537269050738768e-29,0.016698330166983303
cg11802013,ENSG00000149716,ORAOV1,0,R2,8.641212295656586e-29,9.999000099990002e-5
cg10264003,ENSG00000254416,RP11-347E10.1,26888,R1,8.706003564571556e-29,0.0103989601039896
cg01617018,ENSG00000149926,FAM57B,51835,L7,8.953786916032712e-29,0.0112988701129887
cg14671764,ENSG00000228613,AC144450.1,66706,L3,9.044445400530961e-29,0.0028997100289971
cg08330217,ENSG00000132825,PPP1R3D,528752,R8,9.180061871411993e-29,9.999000099990002e-5
cg08155249,ENSG00000164331,ANKRA2,58424,L2,9.291766232008882e-29,0.0072992700729927005
cg12930753,ENSG00000164938,TP53INP1,205687,R1,9.635033645053738e-29,0.0029997000299970002
cg17933936,ENSG00000143801,PSEN2,172174,R2,9.752228663674838e-29,9.999000099990002e-5
cg23100133,ENSG00000071073,MGAT4A,87391,L4,9.752228663674838e-29,9.999000099990002e-5
cg07891044,ENSG00000170881,RNF139,237004,R10,9.990877553841978e-29,9.999000099990002e-5
cg01785706,ENSG00000111445,RFC5,99141,L6,1.0235318712246869e-28,2.9997000299970003e-4
cg13606495,ENSG00000176473,WDR25,206106,L9,1.0359754827754773e-28,3.9996000399960006e-4
cg27039118,ENSG00000104447,TRPS1,0,L2,1.0359754827754773e-28,9.999000099990002e-5
cg21746001,ENSG00000257808,RP11-1136G11.8,55987,L3,1.0526353240183825e-28,2.9997000299970003e-4
cg18623649,ENSG00000196177,ACADSB,216238,L5,1.0613146813421783e-28,0.0082991700829917
cg07097876,ENSG00000225362,CT62,2163,L1,1.0923644904683432e-28,0.015798420157984203
cg17588713,ENSG00000130699,TAF4,50706,R1,1.16896816628288e-28,9.999000099990002e-5
cg05696931,ENSG00000143801,PSEN2,92060,L2,1.1831647404710635e-28,9.999000099990002e-5
cg04573500,ENSG00000181610,MRPS23,467713,R10,1.2567540427295627e-28,6.999300069993001e-4
cg07818422,ENSG00000123191,ATP7B,202624,R7,1.2567540427295627e-28,0.0014998500149985001
cg17292100,ENSG00000104450,SPAG1,0,L4,1.2567540427295627e-28,2.9997000299970003e-4
cg27390206,ENSG00000108576,SLC6A4,22636,L3,1.287421966279816e-28,9.999000099990002e-5
cg20383521,ENSG00000143367,TUFT1,0,L2,1.2874452626236688e-28,8.999100089991e-4
cg12243633,ENSG00000149657,LSM14B,830811,R9,1.3030685254801204e-28,9.999000099990002e-5
cg20230762,ENSG00000243478,AOX2P,518532,R8,1.319656662773544e-28,0.007599240075992401
cg23968286,ENSG00000108379,WNT3,4189,R2,1.3510756265216444e-28,9.999000099990002e-5
cg17493193,ENSG00000158006,PAFAH2,116247,L7,1.3840509017488029e-28,1.9998000199980003e-4
cg05245346,ENSG00000183161,FANCF,599943,L7,1.4008366780690504e-28,0.0020997900209979003
cg12620035,ENSG00000175877,WBSCR28,27874,R2,1.6751410152157525e-28,9.999000099990002e-5
cg05977696,ENSG00000235949,AC061961.2,883643,R6,1.8146714829670293e-28,8.999100089991e-4
cg27155939,ENSG00000156970,BUB1B,106059,R7,1.8928181970256886e-28,0.0012998700129987
cg24075412,ENSG00000141582,CBX4,349270,R9,1.9157162039664147e-28,0.001999800019998
cg26874872,ENSG00000205629,LCMT1,966809,L10,2.1090705011694622e-28,9.999000099990002e-5
cg12620035,ENSG00000049541,RFC2,398214,R10,2.1603594290876837e-28,1.9998000199980003e-4
cg18875607,ENSG00000113739,STC2,168402,L5,2.1864659104378172e-28,0.0012998700129987
cg25707429,ENSG00000184992,BRI3BP,161688,L7,2.1864659104378172e-28,8.999100089991e-4
cg20548977,ENSG00000125611,CHCHD5,190313,L8,2.294058222924299e-28,7.999200079992001e-4
cg10063575,ENSG00000182544,MFSD5,173953,L8,2.321766822706378e-28,9.999000099990002e-5
cg11361895,ENSG00000184731,FAM110C,214491,L2,2.4653684110191764e-28,3.9996000399960006e-4
cg25013184,ENSG00000175279,CENPS,2545,R3,2.4951287049319793e-28,4.999500049995e-4
cg09828010,ENSG00000253959,LINC01863,448179,L10,2.694596681174812e-28,0.008799120087991202
cg07858195,ENSG00000145916,RMND5B,275914,L10,2.7136675856577744e-28,0.0066993300669933005
cg07160602,ENSG00000278022,RP11-35O15.2,6596,R2,2.725608962452482e-28,9.999000099990002e-5
cg10100887,ENSG00000101146,RAE1,318991,L10,2.746399555072462e-28,5.999400059994001e-4
cg02866152,ENSG00000196421,LINC00176,124530,L9,3.0960125696487084e-28,9.999000099990002e-5
cg08404739,ENSG00000102910,LONP2,8781,R2,3.1333440887671038e-28,9.999000099990002e-5
cg25961292,ENSG00000175575,PAAF1,159722,R8,3.1333440887671038e-28,9.999000099990002e-5
cg03301165,ENSG00000174628,IQCK,15730,R3,3.1521347705791676e-28,0.0013998600139986002
cg18640536,ENSG00000164241,C5orf63,167188,R2,3.209265890503274e-28,0.0012998700129987
cg00601836,ENSG00000219395,HSPA8P15,395251,L3,3.2373449918498688e-28,9.999000099990002e-5
cg04928338,ENSG00000033011,ALG1,149111,L8,3.2479516286729304e-28,0.0032996700329967
cg10520543,ENSG00000184992,BRI3BP,294910,L9,3.407253229034972e-28,0.0011998800119988001
cg06105093,ENSG00000174628,IQCK,143286,R5,3.4897860479159186e-28,0.0013998600139986002
cg21250232,ENSG00000276418,RP11-26J3.4,89884,L5,3.5731883452589907e-28,9.999000099990002e-5
cg03387103,ENSG00000214367,HAUS3,401221,R10,3.6173171570273733e-28,9.999000099990002e-5
cg09037813,ENSG00000124839,RAB17,89503,L3,3.6173171570273733e-28,0.010798920107989201
cg14329275,ENSG00000141519,CCDC40,200517,R9,3.933148649011366e-28,0.007999200079992
cg05524387,ENSG00000169398,PTK2,560884,R7,3.9804459425951253e-28,9.999000099990002e-5
cg24242290,ENSG00000145439,CBR4,120134,R4,3.9804459425951253e-28,2.9997000299970003e-4
cg13872307,ENSG00000149657,LSM14B,321234,R4,4.076739397057954e-28,9.999000099990002e-5
cg20929387,ENSG00000173013,CCDC96,729843,L6,4.076739397057954e-28,0.0096990300969903
cg08382072,ENSG00000237685,RP11-360O19.4,6529,L2,4.083158160866175e-28,4.999500049995e-4
cg04659396,ENSG00000233006,AC034220.3,100984,L6,4.125748976293984e-28,0.004399560043995601
cg21715896,ENSG00000140403,DNAJA4,117038,R3,4.225527976547342e-28,4.999500049995e-4
cg05492975,ENSG00000130699,TAF4,409015,R3,4.276311293284672e-28,9.999000099990002e-5
cg05697734,ENSG00000153140,CETN3,87114,R3,4.327699887425666e-28,0.001999800019998
cg05903710,ENSG00000169189,NSMCE1,95616,L3,4.432321603940884e-28,1.9998000199980003e-4
cg05890855,ENSG00000230838,LINC01614,198943,L3,4.782980424206299e-28,9.999000099990002e-5
cg15765380,ENSG00000198843,SELENOT,129489,L5,4.876492019768154e-28,6.999300069993001e-4
cg16762308,ENSG00000275223,RP1-63M2.7,372617,R7,4.9348549743113105e-28,0.0038996100389961006
cg10754794,ENSG00000107864,CPEB3,0,L4,4.994264231470031e-28,2.9997000299970003e-4
cg17339440,ENSG00000156675,RAB11FIP1,0,L2,4.994264231470031e-28,9.999000099990002e-5
cg14208041,ENSG00000278621,CTD-2033D15.3,199285,L5,5.199599887756464e-28,0.007899210078992101
cg20439473,ENSG00000180891,CUEDC1,28385,L3,5.4291214042453355e-28,9.999000099990002e-5
cg14602087,ENSG00000253161,LINC01605,144684,L7,5.831605231446645e-28,9.999000099990002e-5
cg25290888,ENSG00000225362,CT62,40296,R2,5.992356960091298e-28,0.0184981501849815
cg01977762,ENSG00000127663,KDM4B,59930,R3,6.116228408511491e-28,0.020197980201979802
cg24666355,ENSG00000225265,TAF1A-AS1,157500,L6,6.189510785181945e-28,0.0028997100289971
cg10244976,ENSG00000276931,RP11-161M6.6,3555,R1,6.300903545950498e-28,9.999000099990002e-5
cg04827020,ENSG00000259390,RP11-27M9.1,63599,L1,6.828410956246139e-28,3.9996000399960006e-4
cg24784466,ENSG00000167920,TMEM99,122205,L6,7.225275327911948e-28,9.999000099990002e-5
cg08240383,ENSG00000082512,TRAF5,941448,R9,7.311726507236748e-28,9.999000099990002e-5
cg21239317,ENSG00000169193,CCDC126,0,R1,7.311726507236748e-28,9.999000099990002e-5
cg02536065,ENSG00000134909,ARHGAP32,218757,R6,7.399203454620132e-28,6.999300069993001e-4
cg09001989,ENSG00000061794,MRPS35,142856,L8,7.399203454620132e-28,8.999100089991e-4
cg24803346,ENSG00000278060,RP11-466M21.1,39992,R1,7.550439487851439e-28,9.999000099990002e-5
cg01637789,ENSG00000259447,RP11-462P6.1,272793,L3,7.75349229101939e-28,9.999000099990002e-5
cg03103549,ENSG00000241054,RP5-1002M8.4,59563,R3,8.092058084322174e-28,8.999100089991e-4
cg06174454,ENSG00000114388,NPRL2,12941,R5,8.948630563511612e-28,0.001999800019998
cg07891044,ENSG00000183665,TRMT12,213086,R8,8.948630563511612e-28,3.9996000399960006e-4
cg18535410,ENSG00000057593,F7,18272,L4,9.494182321300074e-28,0.0020997900209979003
cg07565042,ENSG00000110315,RNF141,0,R1,9.609206012320135e-28,9.999000099990002e-5
cg03033543,ENSG00000275223,RP1-63M2.7,372621,R7,1.0317750167225466e-27,0.004399560043995601
cg08752433,ENSG00000122986,HVCN1,49078,R4,1.0565751088323453e-27,0.017298270172982702
cg06799163,ENSG00000112981,NME5,195230,L7,1.069139869723741e-27,0.0032996700329967
cg06827501,ENSG00000117335,CD46,503414,L6,1.0819284180062758e-27,0.0032996700329967
cg24558378,ENSG00000176855,KRT18P28,660132,L9,1.0959019130474654e-27,0.005499450054994501
cg16762308,ENSG00000125999,BPIFB1,0,R1,1.1073432567808649e-27,9.99900009999e-4
cg01869342,ENSG00000138785,INTS12,166529,L6,1.1078849307042158e-27,8.999100089991e-4
cg12635790,ENSG00000175305,CCNE2,203907,L10,1.134458873312424e-27,0.0011998800119988001
cg11524400,ENSG00000235027,AC068580.6,3052,R3,1.1895176241452194e-27,9.999000099990002e-5
cg20319457,ENSG00000132031,MATN3,58466,R3,1.2325432187094223e-27,4.999500049995e-4
cg04562714,ENSG00000168434,COG7,754094,R9,1.2472252720147029e-27,0.0331966803319668
cg14953730,ENSG00000148814,LRRC27,305407,L7,1.2472252720147029e-27,7.999200079992001e-4
cg04398547,ENSG00000211454,AKR7L,172947,R5,1.2620807461092778e-27,0.0021997800219978004
cg11415739,ENSG00000143473,KCNH1,201367,L7,1.3076625658563532e-27,0.0022997700229977
cg02140072,ENSG00000136770,DNAJC1,244032,L9,1.3077081185585273e-27,6.999300069993001e-4
cg05177729,ENSG00000149716,ORAOV1,0,R1,1.354970813308185e-27,9.999000099990002e-5
cg24762931,ENSG00000178568,ERBB4,170777,L1,1.4546239425030341e-27,0.014098590140985901
cg20900312,ENSG00000198894,CIPC,86953,L7,1.4546365877225027e-27,0.0011998800119988001
cg20087413,ENSG00000109762,SNX25,144327,L9,1.5801323250314513e-27,9.999000099990002e-5
cg22367981,ENSG00000116906,GNPAT,550328,L9,1.5801323250314513e-27,1.9998000199980003e-4
cg25361447,ENSG00000237441,RGL2,0,R2,1.676289185359341e-27,2.9997000299970003e-4
cg02764722,ENSG00000110925,CSRNP2,2727,L1,1.6962057102795495e-27,1.9998000199980003e-4
cg01715680,ENSG00000170270,GON7,51936,L5,1.7163568682692296e-27,9.999000099990002e-5
cg11414345,ENSG00000124496,TRERF1,86233,R6,1.7367453995279274e-27,3.9996000399960006e-4
cg00380428,ENSG00000171302,CANT1,457637,L6,1.7573740759722744e-27,0.009499050094990502
cg13016237,ENSG00000157212,PAXIP1,53882,R2,1.7782457015997224e-27,1.9998000199980003e-4
cg05048475,ENSG00000143126,CELSR2,107742,L3,1.7993631128565744e-27,0.0025997400259974
cg11161011,ENSG00000033170,FUT8,315131,R9,1.8207291790098513e-27,0.0040995900409959
cg02973693,ENSG00000140836,ZFHX3,0,L7,1.842346802523732e-27,9.999000099990002e-5
cg11441533,ENSG00000174206,C12orf66,284731,R5,1.842346802523732e-27,1.9998000199980003e-4
cg06548710,ENSG00000164219,PGGT1B,77590,R4,1.9775020658293395e-27,0.005699430056994301
cg14685146,ENSG00000108852,MPP2,101671,L8,2.1224832673730074e-27,1.9998000199980003e-4
cg07459248,ENSG00000141582,CBX4,635228,R9,2.1476510774249842e-27,0.0030996900309969004
cg00226822,ENSG00000196810,CTBP1-AS2,85413,R7,2.173114786238268e-27,2.9997000299970003e-4
cg03387103,ENSG00000068078,FGFR3,17368,L1,2.19887784241397e-27,9.999000099990002e-5
cg11876048,ENSG00000279555,RP11-426D19.1,17625,R3,2.2172008009545618e-27,9.999000099990002e-5
cg11435826,ENSG00000004478,FKBP4,112006,R8,2.2249437343863774e-27,0.012398760123987601
cg03211132,ENSG00000171806,METTL18,57917,R3,2.251315990878826e-27,1.9998000199980003e-4
cg15765380,ENSG00000260234,RP11-166N6.3,123060,R5,2.2708077005460467e-27,2.9997000299970003e-4
cg18444099,ENSG00000157212,PAXIP1,31490,R7,2.3323068487640005e-27,1.9998000199980003e-4
cg06235575,ENSG00000196132,MYT1,0,R1,2.5322584730572165e-27,4.999500049995e-4
cg12865818,ENSG00000245080,RP11-320N21.1,41188,L2,2.646468981402086e-27,9.999000099990002e-5
cg26089753,ENSG00000120262,CCDC170,185492,L1,2.6861919028043043e-27,0.015498450154984501
cg08206267,ENSG00000105639,JAK3,73483,R5,2.7501423284229535e-27,0.022897710228977103
cg17543218,ENSG00000138771,SHROOM3,0,L4,2.815602095279404e-27,0.0010998900109989002
cg16863829,ENSG00000156650,KAT6B,16296,L1,2.986088607632036e-27,0.0022997700229977
cg09458931,ENSG00000237487,VN1R48P,264117,R7,3.0095291916940665e-27,8.999100089991e-4
cg01070161,ENSG00000185621,LMLN,139178,R7,3.0213946339899605e-27,8.999100089991e-4
cg27109043,ENSG00000169398,PTK2,235548,L9,3.0571145365220817e-27,9.999000099990002e-5
cg18801567,ENSG00000163536,SERPINI1,2666,R1,3.1298152622465835e-27,9.999000099990002e-5
cg19075717,ENSG00000006282,SPATA20,37726,L4,3.1298152622465835e-27,0.0023997600239976003
cg09283223,ENSG00000149926,FAM57B,2671,L1,3.165284750235551e-27,0.014098590140985901
cg21466315,ENSG00000170819,BFSP2,100787,L7,3.2124272387580592e-27,9.999000099990002e-5
cg21614682,ENSG00000145882,PCYOX1L,207786,R7,3.242092465041017e-27,1.9998000199980003e-4
cg11501003,ENSG00000184831,APOO,54144,R4,3.280398578157608e-27,0.0010998900109989002
cg15765380,ENSG00000239265,CLRN1-AS1,92547,R3,3.3570224737976255e-27,1.9998000199980003e-4
cg01537445,ENSG00000135549,PKIB,780768,R7,3.35836219229232e-27,0.0064993500649935
cg13061124,ENSG00000169122,FAM110B,3172,R1,3.5198429753775005e-27,0.0014998500149985001
cg25274975,ENSG00000121270,ABCC11,0,R1,3.603446925715227e-27,1.9998000199980003e-4
cg22830638,ENSG00000116096,SPR,90285,L2,3.68901944647986e-27,9.999000099990002e-5
cg14685146,ENSG00000161664,ASB16,159062,R9,3.710693776783405e-27,0.006199380061993801
cg09044174,ENSG00000149657,LSM14B,389303,R5,3.732558236055268e-27,9.999000099990002e-5
cg17814028,ENSG00000130699,TAF4,184223,R1,3.821170082490094e-27,9.999000099990002e-5
cg16772207,ENSG00000196421,LINC00176,124491,L9,3.911833910459114e-27,9.999000099990002e-5
cg11618057,ENSG00000130699,TAF4,59408,R1,3.958013175356636e-27,9.999000099990002e-5
cg27159583,ENSG00000159267,HLCS,0,L3,3.958013175356636e-27,9.999000099990002e-5
cg01456609,ENSG00000205629,LCMT1,511228,L9,4.004698683521062e-27,9.999000099990002e-5
cg20584546,ENSG00000135638,EMX1,84896,L1,4.1182529048733156e-27,8.999100089991e-4
cg18964082,ENSG00000005156,LIG3,411909,R8,4.1969637587341916e-27,0.0046995300469953
cg26738880,ENSG00000157212,PAXIP1,306363,R3,4.5026489523896394e-27,1.9998000199980003e-4
cg12620035,ENSG00000106077,ABHD11,94415,L3,4.609370954485263e-27,9.999000099990002e-5
cg01110616,ENSG00000170959,DCDC1,663876,L10,4.774133085202838e-27,0.006799320067993201
cg13678205,ENSG00000188833,ENTPD8,438772,L9,5.2023936230024775e-27,0.0017998200179982
cg16363238,ENSG00000130363,RSPH3,197045,L6,5.2427615070283305e-27,5.999400059994001e-4
cg17001753,ENSG00000137216,TMEM63B,130832,L8,5.2427615070283305e-27,0.007699230076992301
cg01973181,ENSG00000168778,TCTN2,243853,L6,5.558496297607314e-27,0.0045995400459954
cg02095895,ENSG00000151338,MIPOL1,341059,R5,5.558496297607314e-27,0.005099490050994901
cg16218705,ENSG00000179387,ELMOD2,504279,R9,5.824598326160979e-27,0.0098990100989901
cg26548095,ENSG00000135773,CAPN9,0,R2,5.824598326160979e-27,0.0046995300469953
cg24757937,ENSG00000100625,SIX4,64686,R2,5.893073805212377e-27,9.999000099990002e-5
cg09622285,ENSG00000170502,NUDT9,2785,R1,6.0324281731757035e-27,9.999000099990002e-5
